Born,90s,Gls,Ast,CrdY,CrdR,Pos_format,Player_format
1995,27,3,2,3,0,3,1534
1998,9,0,2,3,0,3,1535
1991,2,0,0,1,0,3,1536
1998,7,1,0,0,0,3,1537
2001,22,10,8,1,0,3,1538
1996,24,12,3,6,0,3,1539
1999,29,13,7,11,0,3,1540
1998,11,3,3,2,0,3,1541
2001,7,0,3,1,0,3,1542
2002,24,3,6,4,1,3,1543
1996,25,3,3,1,0,3,1544
2003,6,0,0,2,0,3,1545
1997,20,1,2,5,0,3,1546
1991,8,1,2,0,0,3,1547
1994,4,0,1,2,0,3,1548
2001,19,7,5,1,0,3,1549
2003,8,2,0,1,0,3,1545
2004,12,1,4,1,0,3,1550
2001,3,0,0,0,0,3,1551
1986,26,15,8,1,1,3,1552
1998,11,3,0,2,0,3,1553
1999,29,8,11,4,0,3,1554
1998,17,7,0,4,0,3,1555
1996,4,2,1,3,0,3,1556
1995,18,1,1,6,0,3,1557
1999,6,2,0,1,0,3,1558
2005,0,0,0,0,0,3,1559
1998,1,0,0,0,0,3,1560
1998,2,0,0,0,0,3,1560
2003,3,1,1,0,0,3,1561
2003,2,0,0,0,0,3,1562
2004,0,1,0,0,0,3,1563
2004,1,1,0,0,0,3,1564
2005,0,0,0,0,0,3,1565
1998,18,0,1,8,0,3,1566
1993,22,13,9,3,0,3,1567
1990,13,1,3,2,0,3,1568
1994,16,9,3,6,0,3,1569
1996,13,3,2,2,0,3,1570
1996,5,0,0,0,0,3,1570
2003,0,0,0,0,0,3,1571
1998,31,5,1,5,0,3,1572
1995,18,7,3,4,0,3,1573
1994,35,10,8,9,0,3,1574
2005,6,3,0,0,0,3,1575
2000,32,19,8,2,0,3,1576
2004,1,0,0,1,0,3,1577
2003,5,5,0,5,0,3,1578
2006,0,0,0,0,0,3,1579
1997,22,6,6,1,0,3,1580
1999,33,13,2,4,0,3,1581
1994,30,12,9,9,0,3,1582
2002,6,2,0,2,0,3,1583
2001,1,1,0,0,0,3,1584
1999,17,7,3,3,0,3,1585
2003,23,8,1,3,0,3,1586
1997,17,4,1,3,0,3,1587
1999,3,0,0,0,0,3,1588
1997,29,16,2,4,0,3,1589
2004,5,0,2,2,0,3,1590
1999,4,2,0,2,0,3,1588
2003,15,3,6,2,0,3,1591
2005,2,0,2,0,0,3,1592
1999,8,1,0,1,0,3,1593
2002,27,5,9,1,0,3,1594
1996,3,0,0,0,0,3,1595
2004,0,0,0,0,0,3,1596
1998,23,11,4,3,0,3,1597
2001,1,0,0,0,0,3,1598
2001,10,1,0,1,0,3,1598
2003,12,5,2,4,0,3,1599
1994,13,4,1,0,0,3,1600
1993,12,1,2,1,0,3,1601
2002,7,0,0,1,0,3,1602
2002,0,0,0,0,0,3,1603
1998,1,0,0,0,0,3,1553
2004,11,3,0,2,0,3,1604
2002,1,0,0,0,0,3,1605
2004,15,6,0,1,0,3,1606
2002,6,2,0,2,0,3,1605
2002,0,0,0,0,0,3,1607
2006,1,0,0,0,0,3,1608
1996,3,0,0,1,0,3,1609
1998,16,5,1,1,0,3,1610
1998,0,0,0,1,0,3,1610
2001,4,2,0,2,0,3,1611
2002,8,4,2,3,0,3,1603
2001,5,1,0,0,0,3,1612
1991,5,2,1,0,0,3,1613
1994,7,3,1,0,1,3,1614
2000,0,0,0,0,0,3,1615
1998,17,2,2,4,0,3,1616
2004,0,0,0,0,0,3,1617
1999,2,0,0,0,0,3,1618
2000,4,0,0,1,0,3,1619
1992,28,6,1,8,1,3,1620
1993,2,0,0,0,0,3,1621
1996,6,2,0,1,0,3,1622
2004,0,0,0,0,0,3,1623
2004,0,0,0,0,0,3,1624
1986,5,1,0,3,0,3,1625
1993,17,3,2,1,0,3,1626
2001,0,0,0,0,0,3,1627
2004,28,7,4,4,0,3,1628
2002,1,1,0,0,0,3,1629
2002,27,16,1,0,0,3,1630
2002,18,3,8,3,0,3,1629
2000,6,0,0,0,0,3,1631
2006,0,0,0,1,0,3,1632
2001,2,0,0,0,0,3,1633
2000,35,5,10,9,0,3,1634
2002,2,0,0,1,0,3,1635
1999,5,0,0,0,0,3,1636
2005,0,0,0,1,0,3,1637
1991,7,1,1,1,0,3,1638
2000,8,1,2,1,0,3,1639
2004,2,0,0,0,0,3,1640
2001,13,3,2,1,0,3,1641
1991,14,4,0,3,0,3,1638
2005,0,0,0,0,0,3,1642
2004,10,1,1,5,0,3,1643
2000,1,0,0,0,0,3,1644
2004,2,2,0,0,0,3,1645
1987,15,4,2,0,0,3,1646
1998,3,2,2,2,0,3,1647
2004,1,0,1,0,0,3,1648
1997,29,24,8,2,0,3,1649
1995,9,3,3,2,0,3,1650
1995,4,0,0,1,0,3,1651
2000,21,5,3,0,1,3,1652
2004,3,0,1,1,0,3,1653
1995,7,0,1,1,0,3,1650
1999,10,7,1,2,0,3,1654
2005,2,0,0,1,0,3,1655
1997,11,3,1,2,0,3,1656
1990,26,16,2,2,0,3,1657
2003,1,0,0,0,0,3,1658
2005,18,4,4,3,0,3,1659
2000,17,14,8,2,0,3,1660
1997,17,2,0,1,0,3,1661
2002,5,1,3,2,0,3,1662
1998,28,8,7,2,0,3,1663
1995,11,4,0,0,0,3,1664
1999,18,8,5,1,0,3,1665
2004,0,0,0,0,0,3,1666
2000,8,4,1,1,1,3,1667
1993,29,7,1,7,0,3,1668
1993,10,3,0,0,0,3,1669
1998,11,2,1,0,1,3,1647
2004,12,0,3,1,0,3,1670
2005,0,0,0,0,0,3,1671
1993,25,12,8,1,0,3,1672
1993,2,0,0,0,0,3,1672
2001,19,6,2,6,0,3,1673
2005,5,2,1,0,1,3,1674
2004,0,0,0,0,0,3,1675
1993,8,3,2,1,0,3,1669
2005,0,0,1,1,0,3,1676
1994,26,7,2,7,0,3,1677
1993,4,0,1,2,0,3,1678
1998,14,6,5,1,0,3,1679
1999,11,1,3,1,0,3,1680
2003,2,1,1,2,0,3,1681
1998,2,1,0,0,0,3,1679
1999,11,4,1,1,0,3,1682
2001,14,4,0,4,0,3,1683
1999,3,0,0,0,0,3,1684
2004,10,1,2,2,0,3,1685
1999,0,0,0,0,0,3,1684
2004,3,0,0,0,0,3,1685
2006,1,0,1,0,0,3,1686
1997,24,7,2,2,0,3,1687
1999,22,4,0,4,0,3,1688
1997,12,2,1,0,0,3,1689
2004,11,1,1,0,0,3,1690
2008,0,0,0,0,0,3,1691
2006,2,0,0,0,0,3,1692
2003,2,0,0,1,0,3,1693
1997,24,9,2,1,0,3,1694
2002,1,0,0,0,0,3,1695
2004,2,0,0,3,0,3,1696
2003,19,1,6,0,0,3,1697
1997,4,0,0,0,0,3,1698
1998,24,7,1,0,0,3,1699
2003,1,0,0,2,0,3,1700
2000,28,8,4,4,0,3,1701
1991,24,15,6,4,0,3,1702
2002,18,7,4,5,0,3,1703
2001,18,3,1,3,0,3,1704
2004,17,2,2,4,0,3,1705
2000,28,1,1,3,0,3,1706
1999,4,1,0,1,0,3,1707
2000,11,2,1,0,0,3,1708
2006,0,0,0,0,0,3,1709
2002,2,1,0,2,0,3,1710
2004,0,0,1,0,0,3,1711
2003,0,0,0,0,0,3,1712
2000,22,5,1,2,0,3,1713
1996,0,0,0,0,0,3,1714
1998,4,0,0,0,0,3,1715
2002,0,0,0,0,0,3,1716
2003,0,0,0,0,0,3,1717
1996,4,0,0,2,0,3,1718
1996,12,3,3,1,0,3,1719
1998,10,5,2,0,0,3,1720
2001,5,1,0,0,0,3,1721
2000,7,0,0,2,0,3,1722
1996,7,0,1,5,1,3,1723
2004,10,2,1,1,0,3,1724
1999,30,8,4,1,0,3,1725
1991,28,4,7,9,1,3,1726
1994,22,3,1,2,0,3,1727
1987,9,0,1,2,0,3,1728
1999,23,2,1,5,0,3,1729
2003,3,1,1,1,0,3,1730
1999,21,7,1,5,0,3,1731
1995,32,12,3,6,0,3,1732
2001,0,0,0,0,0,3,1733
1989,16,3,2,3,0,3,1734
1991,13,1,0,6,0,3,1735
2001,15,1,3,1,0,3,1736
2000,29,11,8,2,0,3,1737
1990,16,2,2,0,0,3,1738
2005,0,0,0,0,0,3,1739
1999,0,0,0,0,0,3,1740
1998,8,1,0,1,0,3,1741
1998,3,1,0,1,0,3,1742
1994,15,2,0,4,0,3,1743
1998,10,2,0,0,1,3,1744
1998,5,0,0,2,0,3,1745
2001,17,2,0,7,1,3,1746
2002,0,0,0,0,0,3,1747
1998,32,5,4,5,0,3,1748
1998,16,10,0,1,0,3,1749
1997,14,1,2,1,0,3,1750
1993,9,1,2,2,0,3,1751
2001,1,0,0,0,0,3,1752
1994,0,0,0,0,0,3,1753
2002,3,0,0,0,0,3,1754
1990,21,3,2,0,1,3,1755
1998,18,4,0,3,0,3,1756
2000,25,8,1,2,0,3,1757
1999,28,9,9,5,0,3,1758
1995,20,3,2,8,0,3,1759
2002,6,0,1,1,1,3,1760
1999,1,0,1,0,0,3,1761
1997,3,1,0,1,0,3,1762
2003,1,0,0,0,0,3,1763
1993,3,0,0,0,0,3,1764
2000,8,3,0,2,0,3,1765
2003,12,5,0,1,0,3,1766
2003,5,0,0,1,0,3,1767
2006,0,0,0,0,0,3,1768
1987,14,3,0,0,0,3,1769
1988,31,19,8,5,0,3,1770
2001,17,4,4,3,0,3,1771
1995,8,4,1,4,0,3,1772
2000,14,2,2,3,1,3,1773
2000,5,0,0,2,0,3,1644
2002,4,0,0,0,0,3,1760
1990,13,3,1,3,0,3,1774
1998,19,4,3,2,0,3,1775
1996,6,1,0,1,0,3,1776
2002,4,0,0,4,1,3,1777
2001,24,7,4,1,0,3,1778
2002,21,2,4,2,0,3,1779
2000,28,8,6,6,0,3,1780
2002,1,0,1,1,0,3,1779
2003,0,0,0,0,0,3,1781
1996,6,1,0,2,0,3,1782
2000,31,8,3,7,0,3,1783
2004,0,0,0,0,0,3,1784
1997,10,4,1,2,0,3,1785
2001,2,0,0,0,0,3,1786
1996,7,0,2,2,0,3,1787
2000,3,0,0,0,0,3,1788
2001,30,11,6,8,0,3,1789
1993,9,1,1,1,0,3,1790
2002,20,4,3,7,0,3,1791
1998,3,0,1,1,1,3,1792
1990,14,4,1,2,0,3,1094
1992,5,2,0,3,0,3,1793
2006,0,0,0,0,0,3,1794
1988,9,0,1,2,0,3,1795
2002,10,3,1,6,1,3,1796
1995,6,0,0,2,0,3,1797
2000,26,7,1,4,1,3,1798
2002,25,6,1,3,0,3,1799
1994,21,5,2,2,0,3,1800
1987,31,6,6,5,0,3,1801
2000,10,4,6,5,0,3,1802
2004,3,1,1,1,0,3,1803
1997,4,1,2,0,0,3,1804
1995,11,2,1,1,0,3,1805
1991,26,19,2,3,1,3,1806
2004,0,0,0,0,0,3,1807
2002,15,4,1,3,0,3,1808
1997,0,0,0,0,0,3,1809
1997,10,6,0,3,0,3,1810
2001,23,9,4,1,0,3,1811
2004,0,0,0,0,0,3,1812
2003,0,0,0,0,0,3,1813
1999,3,1,1,0,0,3,1814
1997,15,2,4,1,0,3,1815
1989,9,5,3,0,0,3,1816
1997,16,4,5,6,0,3,1817
1991,16,7,0,3,1,3,1818
2001,23,9,3,2,0,3,1819
1996,14,2,1,6,0,3,1820
2003,14,2,0,5,0,3,1821
2001,23,5,10,3,0,3,1822
2001,3,0,0,0,0,3,1822
1994,22,6,1,2,0,3,1823
1995,10,2,1,3,0,3,1824
2002,4,0,0,1,0,3,1825
1992,0,0,0,0,0,3,1826
1998,2,0,0,0,0,3,1742
2003,0,0,0,0,0,3,1827
2002,9,3,0,2,0,3,1828
2001,7,1,0,2,0,3,1829
1991,22,10,5,0,1,3,1830
1990,19,10,2,1,0,3,1831
1996,13,10,3,3,1,3,1832
2000,14,2,3,4,0,3,1833
2003,9,0,2,1,0,3,1834
1997,10,6,1,2,1,3,1835
1998,11,2,0,4,0,3,1836
2001,20,4,1,1,0,3,1837
1997,3,1,1,1,0,3,1838
2006,0,0,0,0,0,3,1839
1995,2,0,0,0,0,3,1840
1996,12,4,5,0,0,3,1841
1993,3,0,0,0,0,3,1678
1998,19,3,1,5,0,3,1842
2001,12,1,1,2,0,3,1843
2000,0,0,0,0,0,3,1844
2000,10,4,1,4,0,3,1845
1989,12,5,0,2,1,3,1846
2001,6,1,0,0,0,3,1847
2004,0,0,0,0,0,3,1848
1997,12,6,3,2,0,3,1849
1990,18,7,1,8,0,3,1850
1994,3,1,0,4,1,3,1851
1992,4,1,0,1,0,3,1852
1994,10,1,3,3,2,3,1851
1999,27,12,7,9,0,3,1853
1999,25,21,2,1,0,3,1854
2001,12,3,1,3,0,3,1855
1989,29,17,8,4,0,3,1856
1996,10,1,2,0,0,3,1857
1998,10,3,2,1,0,3,1858
2001,1,0,1,0,0,3,1612
1999,9,2,1,2,0,3,1859
1997,2,0,0,1,0,3,1860
2006,0,0,0,0,0,3,1861
1993,10,3,1,3,0,3,1862
1992,24,6,3,6,0,3,1863
2001,31,14,5,10,0,3,1864
1996,24,5,2,2,0,3,1865
1999,1,0,0,0,0,3,1866
2003,10,1,2,0,0,3,1867
1993,30,3,7,2,0,3,1868
2000,1,0,0,0,0,3,1866
1987,30,9,10,6,1,3,1869
2006,12,5,3,1,0,3,1870
2001,3,0,0,2,0,3,1871
1992,28,3,2,5,0,3,1872
1993,31,5,6,3,0,3,1873
2004,0,0,0,0,0,3,1874
2002,5,0,2,0,0,3,1875
2004,1,0,0,0,0,3,1876
1996,3,0,0,0,0,3,1877
1995,17,9,2,3,0,3,1878
1995,2,0,0,0,0,3,1879
2004,15,3,1,7,0,3,1880
1999,2,0,0,1,0,3,1881
1994,7,2,1,2,0,3,1882
1996,9,1,0,1,0,3,1877
1992,24,5,4,4,0,3,1883
2002,24,10,1,6,0,3,1884
2003,0,1,1,0,0,3,1885
1997,2,2,0,0,0,3,1886
1994,5,0,0,2,0,3,1887
1990,19,6,2,6,0,3,1888
1994,14,2,2,5,0,3,1889
1997,4,0,1,0,0,3,1886
2000,15,1,1,5,0,3,1890
2001,0,0,0,0,0,3,1891
1995,8,1,1,2,0,3,1892
1998,8,4,0,3,0,3,1893
2005,0,0,0,1,0,3,1894
1991,27,17,2,4,0,3,1895
2002,11,0,2,3,0,3,1896
2001,16,3,4,2,0,3,1897
1996,1,1,0,0,0,3,1898
1998,11,2,2,1,0,3,1899
2000,21,15,5,7,0,3,1900
1993,32,36,8,2,0,3,1901
1998,14,6,0,1,0,3,1902
1998,0,0,0,0,0,3,1899
2000,17,8,2,2,0,3,1903
1991,21,0,0,0,0,0,1904
1992,16,0,0,1,0,0,1905
1992,7,0,0,0,0,0,1906
1996,0,0,0,0,0,0,1907
1987,9,0,0,1,0,0,1908
1991,1,0,0,0,0,0,1909
2000,0,0,0,0,0,0,1910
1998,1,0,0,0,0,0,1911
1998,31,0,0,4,0,0,1912
1999,34,0,0,2,0,0,1913
1996,7,0,0,0,0,0,1914
1992,19,0,0,2,0,0,1905
2002,6,0,0,0,0,0,1915
1993,37,0,0,2,0,0,1916
1991,0,0,0,0,0,0,1917
1996,31,0,0,3,0,0,1918
1993,30,0,0,3,0,0,1919
1995,36,0,0,2,0,0,1920
1998,6,0,0,0,0,0,1921
1984,1,0,0,0,0,0,1922
1993,38,0,0,3,0,0,1923
1992,1,0,0,0,0,0,1924
1995,34,0,0,0,0,0,1925
1995,1,0,0,0,0,0,1926
2001,23,0,0,0,0,0,1927
1992,2,0,0,0,0,0,1928
1997,1,0,0,0,0,0,1929
1987,35,0,0,1,0,0,1930
1993,31,0,0,2,0,0,1931
2001,1,0,0,0,0,0,1932
2000,27,0,0,0,0,0,1933
1988,0,0,0,0,0,0,1934
1999,2,0,0,0,0,0,1935
1999,22,0,0,2,0,0,1936
1992,33,0,0,2,0,0,1937
1997,16,0,0,2,0,0,1938
1995,2,0,0,0,0,0,1939
1990,0,0,0,0,0,0,1940
1994,33,0,0,2,0,0,1941
1992,4,0,0,0,0,0,1942
1994,30,0,0,0,0,0,1943
1990,1,0,0,0,0,0,1944
1996,6,0,0,1,0,0,1945
1997,35,0,0,2,0,0,1946
1999,4,0,0,0,0,0,1947
1990,35,0,0,1,0,0,1948
2001,33,0,0,1,0,0,1949
1982,2,0,0,2,1,0,1950
2005,34,0,0,3,0,0,1951
1994,28,0,0,4,0,0,1952
1995,36,0,0,3,1,0,1953
1991,17,0,0,0,0,0,1954
1992,15,0,0,1,0,0,1955
1987,13,0,0,0,0,0,1956
1995,3,0,0,2,0,0,1957
1997,0,0,0,0,0,0,1958
1992,25,0,0,2,0,0,1959
1993,0,0,0,0,0,0,1960
1999,15,0,0,1,0,0,1961
1993,31,0,0,5,0,0,1962
1991,32,0,0,2,0,0,1963
1997,2,0,0,0,0,0,1964
1987,3,0,0,0,0,0,1965
1999,24,0,0,3,1,0,1966
1999,34,0,0,1,0,0,1967
1997,32,0,0,0,0,0,1968
1988,34,0,0,1,0,0,1969
1994,33,0,0,3,0,0,1970
1996,34,0,0,3,0,0,1971
1994,3,0,0,0,0,0,1972
1992,13,0,0,1,0,0,1973
1994,38,0,0,5,0,0,1974
1999,6,0,0,0,0,0,1975
1995,4,0,0,0,0,0,1976
1989,22,0,0,1,0,0,1977
1991,0,0,0,0,0,0,1978
1990,17,0,0,0,0,0,1979
1995,32,0,0,2,0,0,1980
1983,7,0,0,0,0,0,1981
1999,8,0,0,1,0,0,1982
1993,34,0,1,1,0,0,1983
1988,33,0,0,5,0,0,1984
1985,21,0,0,0,0,0,1985
1994,17,0,0,2,0,0,1986
1999,4,0,0,0,0,0,1987
1986,23,0,0,1,0,0,1988
2001,30,0,0,0,0,0,1989
1996,17,0,0,3,0,0,1990
1991,4,0,0,0,0,0,1991
1990,34,0,1,1,0,0,1992
1992,3,0,0,0,0,0,1993
1997,27,0,0,2,0,0,1994
1983,2,0,0,0,0,0,1995
1989,33,0,0,2,0,0,1996
1999,4,0,0,0,0,0,1997
1990,32,0,0,2,0,0,1998
1995,7,0,0,0,0,0,1999
1990,1,0,0,1,0,0,2000
1996,30,0,0,1,0,0,2001
2000,1,0,0,0,0,0,2002
1994,4,0,0,1,0,0,2003
1990,24,0,0,1,0,0,2004
2000,2,0,0,0,0,0,2005
1995,29,0,1,1,1,0,2006
2002,28,0,0,2,0,0,2007
1992,38,0,0,2,0,0,2008
1993,38,0,0,1,0,0,2009
2006,1,0,0,0,0,0,2010
1992,34,0,0,4,0,0,2011
1997,18,0,0,2,0,0,2012
1998,36,0,0,4,1,0,2013
1999,21,0,0,2,0,0,2014
1999,12,0,0,1,0,0,2015
1989,32,0,0,5,0,0,2016
1988,2,0,1,0,0,0,2017
1993,1,0,0,0,0,0,2018
2002,21,0,0,3,0,0,2019
1996,37,0,1,0,0,0,2020
1998,10,0,0,0,0,0,2021
1991,34,0,0,1,0,0,2022
1990,13,0,0,0,0,0,2023
1993,32,0,0,2,0,0,2024
1997,36,0,0,2,1,0,2025
1998,10,0,0,0,0,0,2026
1997,26,0,0,1,0,0,2027
1998,22,0,0,0,0,0,2028
1988,1,0,0,0,0,0,2029
1992,28,0,0,1,0,0,2030
1994,11,0,0,0,0,0,2031
1994,34,0,0,1,0,0,2032
2001,8,0,0,0,0,0,2033
1985,34,0,0,1,0,0,2034
2000,36,0,0,3,1,0,2035
1990,1,0,0,0,0,0,2036
1988,11,0,0,1,0,0,2037
1987,27,0,0,2,0,0,2038
2001,2,0,0,0,0,0,2039
2004,0,0,0,0,0,0,2040
1997,1,0,0,0,0,0,2041
2004,0,0,0,0,0,0,2042
1986,4,0,0,0,0,0,2043
1996,9,0,0,1,0,0,2044
1996,38,0,0,2,0,0,2045
2001,4,0,0,0,0,0,2046
1995,1,0,0,0,0,0,2047
1990,3,0,0,0,0,0,2048
1992,38,0,0,3,0,0,2049
1997,1,0,0,0,0,0,2050
1993,4,0,0,0,0,0,2051
2001,4,0,0,1,0,0,2052
1994,5,0,0,0,0,0,2053
1991,29,0,0,2,0,0,2054
1993,36,0,1,3,0,0,2055
1990,31,0,0,0,0,0,2056
1990,4,0,0,1,1,0,2057
2000,3,0,0,0,0,0,2058
1993,2,0,0,1,0,0,2059
1992,38,0,0,3,0,0,2060
1985,1,0,0,0,0,0,2061
2001,6,0,1,0,0,0,2062
1991,30,0,1,1,0,0,2063
1988,33,0,0,3,0,0,2064
1994,13,0,0,1,0,0,2065
1995,38,0,0,0,0,0,2066
1989,14,0,0,0,0,0,2067
1996,15,0,0,1,0,0,2068
1992,28,0,0,3,0,0,2069
1990,4,0,0,0,0,0,2070
1992,7,0,0,0,0,0,2071
1988,3,0,0,0,0,0,2072
1998,4,0,0,0,0,0,2073
2002,36,0,0,4,0,0,2074
1991,6,0,0,2,0,0,2075
1990,33,0,0,3,0,0,2076
1993,20,0,0,1,0,0,2077
1993,34,0,0,0,0,0,2078
1986,0,0,0,0,0,0,2079
1988,23,0,0,1,0,0,2080
1997,4,0,0,0,0,0,2081
2002,15,0,0,1,0,0,2082
1990,4,0,0,0,0,0,2083
1987,1,0,0,0,0,0,2084
1994,7,0,1,1,0,0,2085
1999,21,0,0,2,0,0,2086
1997,0,0,0,0,0,0,2087
1996,38,0,0,5,0,0,2088
1997,11,0,0,0,2,0,2089
1997,36,0,0,2,0,0,2090
1997,31,0,0,0,0,0,2091
1993,30,0,0,1,0,0,2092
1999,28,0,0,2,0,0,2093
1994,30,0,0,3,0,0,2094
1991,8,0,0,0,0,0,2095
1995,2,0,0,0,1,0,2096
2002,34,0,0,0,0,0,2097
1999,33,0,0,1,0,0,2098
1985,8,0,0,0,0,0,2099
1992,7,0,0,0,0,0,2100
1994,0,0,0,0,0,0,2101
1995,27,0,0,2,0,0,2102
1994,33,0,0,1,0,0,2103
1999,10,0,0,0,0,0,2104
1991,32,0,0,3,1,0,2105
2003,26,11,11,3,0,2,2106
2002,5,1,0,2,0,2,2107
1996,14,3,4,2,0,2,2108
2005,0,0,0,0,0,2,2109
1990,29,4,0,8,0,2,2110
2004,0,0,0,0,0,2,2111
2004,0,0,0,0,0,2,2112
2002,0,0,0,1,0,2,2113
2004,14,0,3,2,0,2,2114
1996,6,1,0,0,0,2,1136
2000,4,0,1,0,0,2,2115
2001,8,1,2,1,0,2,2116
2005,0,0,0,0,0,2,2117
2002,1,1,0,1,0,2,2107
1996,1,0,0,0,0,2,2118
1996,15,1,4,5,0,2,2118
1995,31,2,3,10,0,2,2119
1995,4,0,0,2,0,2,2120
1999,5,1,0,0,0,2,2121
1999,2,0,0,1,0,2,2122
2004,1,0,0,1,0,2,2123
1993,15,1,4,3,1,2,2124
1997,26,1,1,11,0,2,2125
2000,27,0,1,5,1,2,2126
1995,24,2,2,1,0,2,2127
2000,1,0,0,1,0,2,794
2002,0,0,0,0,0,2,2128
1997,25,0,1,8,0,2,2129
1998,0,0,0,0,0,2,2130
1993,2,0,0,0,0,2,2131
2000,16,1,2,3,0,2,2132
1999,4,2,0,0,0,2,2133
1995,25,6,2,8,0,2,2134
1999,8,0,1,2,1,2,2135
1995,0,0,0,0,0,2,2136
1999,2,0,0,0,0,2,2135
2005,0,0,0,0,0,2,2137
1994,21,3,2,1,0,2,2138
1999,1,0,0,0,0,2,2139
1992,19,3,4,2,0,2,2140
2004,0,0,0,0,0,2,2141
1988,16,1,1,8,0,2,2142
1993,32,2,1,4,0,2,2143
1997,18,0,2,7,0,2,2144
2000,17,0,0,2,0,2,2145
1995,0,0,1,0,0,2,2146
1999,30,4,1,5,0,2,2147
1997,10,4,0,4,0,2,2148
2003,1,0,1,0,0,2,2149
1998,34,8,10,2,0,2,2150
2002,9,0,0,3,0,2,2128
1995,31,0,2,2,0,2,2151
2002,11,0,1,3,1,2,2152
2004,0,0,0,0,0,2,2153
1996,27,8,0,7,0,2,2154
2001,6,1,0,1,0,2,2155
1989,20,0,0,7,0,2,2156
1997,18,0,1,7,0,2,2157
2001,32,1,3,11,0,2,2158
1991,16,1,4,3,0,2,2159
1999,11,0,2,7,0,2,2160
1994,28,13,3,5,0,2,2161
2003,30,8,11,11,1,2,2162
1992,31,3,0,5,0,2,2163
1998,11,1,1,6,0,2,2164
2004,25,1,4,3,0,2,2165
1995,12,3,1,4,0,2,2166
1998,22,7,3,7,0,2,2167
2004,8,0,0,2,0,2,2168
1997,22,1,1,6,0,2,2169
1995,19,0,2,17,0,2,2170
1991,35,3,1,14,0,2,2171
2000,14,0,1,5,0,2,2172
2002,4,0,1,0,0,2,2173
2000,26,2,3,10,0,2,2174
1991,0,0,0,0,0,2,2175
1992,26,5,7,7,0,2,2176
1992,8,0,0,5,0,2,2177
1997,3,0,0,1,0,2,2178
1997,0,0,0,0,0,2,2178
2000,12,1,2,4,0,2,2179
2004,10,0,0,2,0,2,2180
1996,1,0,0,2,0,2,2181
2005,0,0,0,0,0,2,2182
2003,26,19,6,5,1,2,2183
2000,5,1,0,2,0,2,2184
1994,16,1,2,3,0,2,2185
2004,0,0,0,0,0,2,2186
1994,18,0,1,3,0,2,2187
2004,1,0,0,0,0,2,2186
1994,20,1,0,5,0,2,2188
2005,2,0,0,0,0,2,2189
2006,0,0,0,0,0,2,2190
2007,2,0,0,3,1,2,2191
1994,25,2,0,4,0,2,2192
1997,18,0,0,5,0,2,2193
1999,27,0,0,2,0,2,2194
1999,19,1,3,8,0,2,2195
2003,15,2,0,4,0,2,2196
1995,0,0,0,0,0,2,2197
1995,6,1,0,4,0,2,2197
2001,9,0,0,4,0,2,2198
1999,18,2,0,5,0,2,2199
2006,0,0,0,0,0,2,2200
1991,3,0,0,0,0,2,2201
1991,2,0,0,1,0,2,2202
1994,18,7,5,3,0,2,2203
2002,19,0,1,4,0,2,2204
1996,13,0,0,5,0,2,2205
2003,17,0,1,5,0,2,2206
2004,5,1,0,0,0,2,1640
1990,13,0,2,4,0,2,2207
2001,5,0,0,2,0,2,2208
1994,0,0,0,0,0,2,2209
1993,18,1,2,9,0,2,2210
1996,23,0,0,10,2,2,2211
1996,16,2,2,3,1,2,2212
2000,0,0,0,0,0,2,2213
2003,1,0,0,1,0,2,613
1996,18,0,2,4,0,2,2214
2004,0,0,0,1,0,2,2215
2002,11,0,0,4,1,2,2216
1993,24,6,3,7,0,2,2217
2002,18,1,0,4,1,2,2218
1998,33,1,2,10,1,2,2219
1993,13,1,2,2,1,2,2220
2000,23,3,2,1,0,2,2221
1996,13,2,2,2,0,2,2222
1999,27,6,1,7,0,2,2223
1999,6,0,0,1,0,2,2224
2001,23,1,1,7,0,2,2225
1998,22,1,0,6,1,2,2226
1997,11,1,1,7,0,2,2227
1994,22,0,3,7,0,2,2228
1997,13,2,2,2,0,2,2229
1989,25,8,3,6,0,2,2230
1998,13,3,1,5,0,2,2231
2003,16,1,1,9,0,2,2232
2004,11,0,2,5,0,2,2233
1994,19,2,1,5,0,2,2234
1999,1,0,0,0,0,2,2224
1995,25,4,2,4,1,2,2235
2002,20,0,2,2,0,2,2236
2004,3,0,0,2,0,2,2237
1996,17,0,1,5,0,2,2181
1989,28,1,3,6,0,2,2238
2000,26,4,2,1,0,2,2239
1997,16,1,1,6,0,2,2240
1999,30,1,0,3,0,2,2241
1989,10,0,3,3,1,2,1018
1999,25,0,1,10,0,2,2242
1996,16,0,0,5,0,2,2243
1995,32,7,2,7,0,2,2244
2004,0,0,0,0,0,2,2245
2001,6,2,2,4,0,2,2246
2001,17,1,2,1,0,2,2247
1995,1,1,0,0,0,2,802
1998,20,1,3,7,0,2,2248
1999,3,0,0,0,0,2,2249
1998,0,0,0,0,0,2,2250
2000,24,7,4,0,0,2,1047
1999,0,0,0,0,0,2,2251
2005,6,0,0,0,0,2,2252
2002,9,1,2,1,0,2,2253
2002,13,0,0,6,0,2,2254
1994,28,2,1,9,0,2,2255
1995,36,2,0,7,0,2,2256
2004,4,0,0,0,0,2,2257
1994,33,7,7,4,0,2,2258
2001,0,0,0,1,0,2,1837
2003,8,0,1,1,0,2,2259
2001,22,0,2,5,0,2,2260
